,stock_name,ticker
5,Voya FltgRte Sr A Un,TSE:ISL.UN
6,Voya Glbl IncmSol Un,TSE:VGI.UN
7,Voya HiIncmFltg A Un,TSE:IHL.UN
8,,
1,Wajax Corporation,TSE:WJX
2,Wall Financial Corp,TSE:WFC
3,Wallbridge Mng Co J,TSE:WM
4,Waste Connections,TSE:WCN
5,Wellgreen Platinum J,TSE:WG
6,Wesdome Gold Mines,TSE:WDO
7,Wesdome Gold 7% Deb,TSE:WDO.DB.A
8,West Fraser Timber,TSE:WFT
9,Westcoast Engy 5.50%,TSE:W.PR.H
10,Westcoast Engy 5.60%,TSE:W.PR.J
11,Westcoast Engy Pr 10,TSE:W.PR.K
12,Westcoast Engy Pr 12,TSE:W.PR.M
13,Wstrn Copper & Gld J,TSE:WRN
14,Western Energy Serv,TSE:WRG
15,,
1,Western Forest Prod,TSE:WEF
2,Wstrn Potash Corp. J,TSE:WPX
3,WesternOne Inc.,TSE:WEQ
4,WesternOne 6.25% Deb,TSE:WEQ.DB
5,WestJet Airline VV&V,TSE:WJA
6,Westport Fuel Systems Inc.,TSE:WPRT
7,Westshore Terminals,TSE:WTE
8,Whitecap Resources J,TSE:WCP
9,Wi-Lan Inc.,TSE:WIN
10,Wilmington Cap A NV,TSE:WCM.A
11,Wilmington Cap B,TSE:WCM.B
12,Winpak Limited,TSE:WPK
13,,
1,WisdomTree EU HEG Eq,TSE:EHE
2,WisdomTreeIntlDynDvH,TSE:DQI
3,WisdomTreeIntlDivHeg,TSE:IQD
4,WisdomTreeIntlDvNN-H,TSE:IQD.B
5,WisdomTree USHiDvHeg,TSE:HID
6,WisdomTreeUSHiDvNNHG,TSE:HID.B
7,WisdomTreeUSQauDvDyn,TSE:DQD
8,WisdomTree USDivHegd,TSE:DGR
9,WisdomTree USDvNN-HG,TSE:DGR.B
10,World Fin Split Cl A,TSE:WFS
11,World Fin Split Pr,TSE:WFS.PR.A
12,WPT Industrl REIT US,TSE:WIR.U
13,WSP Global Inc.,TSE:WSP
14,,
1,Xtra-Gold Resource J,TSE:XTG
2,Xtreme Drilling J,TSE:XDC
3,,
1,Yamana Gold Inc.,TSE:YRI
2,Yangarra Res Ltd.,TSE:YGR
3,Yellow Pages Dgtl Db,TSE:YPG.DB
4,Yellow Pages Limited,TSE:Y
5,Yellow Pages Ltd. Wt,TSE:Y.WT
6,Yellowhead Mining J,TSE:YMI
7,YIELDPLUS Income Un,TSE:YP.UN
8,Yorbeau Res Cl A J,TSE:YRB.A
9,,
1,Zargon Oil & Gas Ltd,TSE:ZAR
2,Zargon Oil&Gas 6% Db,TSE:ZAR.DB
3,Zazu Metals Corp. J,TSE:ZAZ
4,ZCL Composites Inc,TSE:ZCL
5,,
